,eid,timestamp,activity,vacancies,managers,applicants,applications,recruiters,offers
3820,3821,2019-08-08 11:02:43+00:00,check references,,,,['Application[770473]'],"['Dionne Kershaw', 'Ed Meister']",
3821,3822,2019-08-08 11:11:44+00:00,open vacancy,['Vacancy[550116] - Manager'],['Bastian Nominacher'],,,,
3822,3823,2019-08-08 11:20:14+00:00,send rejection,,,['Lisa Neumann'],['Application[770393]'],['Ed Keane'],
3823,3824,2019-08-08 11:52:29+00:00,conduct interview,['Vacancy[550054] - Programmer'],['Martin Klenk'],['Stephan Wagner'],['Application[770520]'],['Simon Keane'],
3824,3825,2019-08-08 12:14:46+00:00,submit application,['Vacancy[550115] - Consultant'],,['Lisa Neumann'],['Application[770653]'],,
3825,3826,2019-08-08 12:33:19+00:00,first screening,,,,['Application[770625]'],['Simon Geisler'],
3826,3827,2019-08-08 12:37:53+00:00,check references,,,,['Application[770219]'],"['Dionne Keane', 'Dionne Kershaw']",
3827,3828,2019-08-08 13:07:43+00:00,first screening,,,,['Application[770443]'],['Simon Hense'],
3828,3829,2019-08-08 13:12:30+00:00,make job offer,['Vacancy[550064] - Manager'],['Martin Klenk'],['Toon Li'],['Application[770454]'],['Dionne Keane'],['Offer[[990050]]']
3829,3830,2019-08-08 13:20:07+00:00,assign recruiter,,,,['Application[770595]'],"['Dionne Kershaw', 'Jana Hense', 'Jana Geisler']",
3830,3831,2019-08-08 13:22:17+00:00,invite for interview,['Vacancy[550066] - Consultant'],,['Angela Neumann'],['Application[770564]'],"['Simon Geisler', 'Dionne Geisler']",
3831,3832,2019-08-08 13:33:25+00:00,first screening,,,,['Application[770616]'],['Simon Meister'],
3832,3833,2019-08-08 13:33:52+00:00,close vacancy for new applications,['Vacancy[550073] - Consultant'],,,,,
3833,3834,2019-08-08 13:33:52+00:00,consult manager,,['Miguel Milano'],,['Application[770569]'],['Simon Geisler'],
3834,3835,2019-08-08 13:33:52+00:00,consult manager,,['Miguel Milano'],,['Application[770410]'],['Ed Keane'],
3835,3836,2019-08-08 13:33:52+00:00,consult manager,,['Miguel Milano'],,['Application[770561]'],['Jana Hense'],
3836,3837,2019-08-08 13:39:46+00:00,invite for interview,['Vacancy[550063] - Programmer'],,['Toon Jansen'],['Application[770451]'],"['Dionne Hense', 'Ed Hense']",
3837,3838,2019-08-08 13:44:58+00:00,job offer declined,['Vacancy[550045] - Manager'],,['Sonia Pietersen'],['Application[770118]'],['Simon Hense'],['Offer[[990028]]']
3838,3839,2019-08-08 13:49:08+00:00,job offer declined,['Vacancy[550031] - Programmer'],,['Dave Li'],['Application[770281]'],['Jana Geisler'],['Offer[[990030]]']
3839,3840,2019-08-08 14:10:05+00:00,consult manager,,['Alexander Rinke'],,['Application[770489]'],['Dionne Keane'],
3840,3841,2019-08-08 14:58:32+00:00,assign recruiter,,,,['Application[770531]'],"['Simon Geisler', 'Dionne Geisler', 'Jana Hense']",
3841,3842,2019-08-08 15:21:44+00:00,assign vacancy,['Vacancy[550088] - Programmer'],,,['Application[770643]'],,
3842,3843,2019-08-08 15:38:14+00:00,check references,,,,['Application[770509]'],"['Dionne Meister', 'Dionne Hense']",
3843,3844,2019-08-08 15:42:03+00:00,check references,,,,['Application[770358]'],"['Jana Meister', 'Ed Geisler']",
3844,3845,2019-08-08 16:09:03+00:00,conduct interview,['Vacancy[550037] - Consultant'],['Miguel Milano'],['Lisa Wagner'],['Application[770294]'],['Dionne Keane'],
3845,3846,2019-08-08 16:22:11+00:00,invite for interview,['Vacancy[550063] - Programmer'],,['Ray Davis'],['Application[770219]'],"['Dionne Keane', 'Dionne Kershaw']",
3846,3847,2019-08-08 16:59:18+00:00,first screening,,,,['Application[770640]'],['Simon Meister'],
3847,3848,2019-08-08 18:46:16+00:00,assign recruiter,,,,['Application[770644]'],"['Simon Kershaw', 'Ed Kershaw', 'Simon Hense']",
3848,3849,2019-08-08 18:53:06+00:00,open vacancy,['Vacancy[550117] - Programmer'],['Vaishnavi Sashikanth'],,,,
3849,3850,2019-08-08 19:01:22+00:00,send rejection,,,['Andre Lemmens'],['Application[770562]'],['Jana Meister'],
3850,3851,2019-08-08 19:01:22+00:00,submit application,,,['Andre Lemmens'],['Application[770654]'],,
3851,3852,2019-08-09 06:29:38+00:00,assign recruiter,,,,['Application[770375]'],"['Jana Geisler', 'Ed Keane', 'Jana Kershaw']",
3852,3853,2019-08-09 06:50:41+00:00,assign recruiter,,,,['Application[770648]'],"['Simon Keane', 'Ed Geisler', 'Simon Kershaw']",
3853,3854,2019-08-09 07:11:31+00:00,close vacancy for new applications,['Vacancy[550074] - Programmer'],,,,,
3854,3855,2019-08-09 07:11:31+00:00,consult manager,,['Miguel Milano'],,['Application[770570]'],['Simon Meister'],
3855,3856,2019-08-09 07:21:34+00:00,first screening,,,,['Application[770637]'],['Simon Geisler'],
3856,3857,2019-08-09 07:28:58+00:00,assign vacancy,['Vacancy[550052] - Consultant'],,,['Application[770446]'],,
3857,3858,2019-08-09 07:45:47+00:00,assign recruiter,,,,['Application[770586]'],"['Dionne Geisler', 'Ed Geisler', 'Jana Keane']",
3858,3859,2019-08-09 07:54:51+00:00,assign vacancy,['Vacancy[550095] - Manager'],,,['Application[770614]'],,
3859,3860,2019-08-09 07:58:00+00:00,assign vacancy,['Vacancy[550055] - Consultant'],,,['Application[770357]'],,
3860,3861,2019-08-09 07:58:28+00:00,assign vacancy,['Vacancy[550084] - Manager'],,,['Application[770630]'],,
3861,3862,2019-08-09 08:09:55+00:00,check references,,,,['Application[770436]'],"['Ed Geisler', 'Jana Hense']",
3862,3863,2019-08-09 08:53:33+00:00,check references,,,,['Application[770565]'],"['Jana Kershaw', 'Simon Meister']",
3863,3864,2019-08-09 08:58:42+00:00,consult manager,,['Bastian Nominacher'],,['Application[770551]'],['Dionne Kershaw'],
3864,3865,2019-08-09 09:45:12+00:00,assign recruiter,,,,['Application[770584]'],"['Ed Meister', 'Ed Hense', 'Jana Kershaw']",
3865,3866,2019-08-09 10:03:12+00:00,first screening,,,,['Application[770643]'],['Jana Geisler'],
3866,3867,2019-08-09 10:04:23+00:00,invite for interview,['Vacancy[550072] - Consultant'],,['Ray Jansen'],['Application[770539]'],"['Jana Kershaw', 'Simon Meister']",
3867,3868,2019-08-09 10:10:10+00:00,invite for interview,['Vacancy[550056] - Programmer'],,['Johan Wagner'],['Application[770512]'],"['Jana Keane', 'Ed Kershaw']",
3868,3869,2019-08-09 10:17:16+00:00,first screening,,,,['Application[770645]'],['Jana Hense'],
3869,3870,2019-08-09 10:27:15+00:00,first screening,,,,['Application[770610]'],['Jana Keane'],
3870,3871,2019-08-09 11:17:17+00:00,assign recruiter,,,,['Application[770603]'],"['Simon Meister', 'Jana Geisler', 'Simon Geisler']",
3871,3872,2019-08-09 11:24:52+00:00,conduct interview,['Vacancy[550012] - Programmer'],['Martin Klenk'],['Jorge Wang'],['Application[770200]'],['Jana Kershaw'],
3872,3873,2019-08-09 11:57:56+00:00,send rejection,,,['Sonia Jansen'],['Application[770423]'],['Simon Geisler'],
3873,3874,2019-08-09 11:57:56+00:00,submit application,,,['Sonia Jansen'],['Application[770655]'],,
3874,3875,2019-08-09 12:04:36+00:00,open vacancy,['Vacancy[550118] - Consultant'],['Alexander Rinke'],,,,
3875,3876,2019-08-09 12:07:27+00:00,assign recruiter,,,,['Application[770629]'],"['Simon Hense', 'Jana Keane', 'Ed Keane']",
3876,3877,2019-08-09 12:22:06+00:00,assign recruiter,,,,['Application[770583]'],"['Ed Keane', 'Jana Keane', 'Jana Geisler']",
3877,3878,2019-08-09 12:22:16+00:00,check references,,,,['Application[770346]'],"['Simon Kershaw', 'Ed Geisler']",
3878,3879,2019-08-09 12:28:37+00:00,check references,,,,['Application[770609]'],"['Ed Geisler', 'Simon Kershaw']",
3879,3880,2019-08-09 12:41:17+00:00,invite for interview,['Vacancy[550062] - Programmer'],,['Stephan Brown'],['Application[770541]'],"['Ed Geisler', 'Jana Meister']",
3880,3881,2019-08-09 12:48:19+00:00,first screening,,,,['Application[770630]'],['Ed Geisler'],
3881,3882,2019-08-09 13:17:38+00:00,send rejection,,,['Toon Weber'],['Application[770443]'],['Simon Hense'],
3882,3883,2019-08-09 13:27:49+00:00,send rejection,,,['Chun Li'],['Application[770524]'],['Ed Meister'],
3883,3884,2019-08-09 13:40:12+00:00,submit application,,,['Chun Li'],['Application[770656]'],,
3884,3885,2019-08-09 13:43:47+00:00,check references,,,,['Application[770469]'],"['Jana Hense', 'Jana Keane']",
3885,3886,2019-08-09 13:43:54+00:00,conduct interview,['Vacancy[550061] - Programmer'],['Martin Klenk'],['Detlef Wang'],['Application[770580]'],['Jana Hense'],
3886,3887,2019-08-09 13:45:32+00:00,check references,,,,['Application[770599]'],"['Dionne Kershaw', 'Ed Geisler']",
3887,3888,2019-08-09 13:45:50+00:00,assign vacancy,['Vacancy[550045] - Manager'],,,['Application[770531]'],,
3888,3889,2019-08-09 13:48:01+00:00,assign vacancy,['Vacancy[550055] - Consultant'],,,['Application[770602]'],,
3889,3890,2019-08-09 14:01:59+00:00,close vacancy for new applications,['Vacancy[550075] - Programmer'],,,,,
3890,3891,2019-08-09 14:10:33+00:00,assign vacancy,['Vacancy[550070] - Programmer'],,,['Application[770578]'],,
3891,3892,2019-08-09 14:38:07+00:00,check references,,,,['Application[770566]'],"['Simon Kershaw', 'Dionne Kershaw']",
3892,3893,2019-08-09 14:41:47+00:00,first screening,,,,['Application[770502]'],['Dionne Keane'],
3893,3894,2019-08-09 14:44:26+00:00,offer accepted and hired,['Vacancy[550047] - Consultant'],,['Sonia Johnson'],['Application[770194]'],['Ed Geisler'],['Offer[[990025]]']
3894,3895,2019-08-09 14:46:09+00:00,consult manager,,['Martin Klenk'],,['Application[770463]'],['Jana Meister'],
3895,3896,2019-08-09 15:04:10+00:00,send rejection,,,['Andre Taylor'],['Application[770575]'],['Ed Meister'],
3896,3897,2019-08-09 15:04:43+00:00,submit application,,,['Toon Weber'],['Application[770657]'],,
3897,3898,2019-08-09 15:49:03+00:00,submit application,['Vacancy[550083] - Consultant'],,['Andre Taylor'],['Application[770658]'],,
3898,3899,2019-08-09 16:29:39+00:00,first screening,,,,['Application[770318]'],['Ed Keane'],
3899,3900,2019-08-09 19:12:10+00:00,assign recruiter,,,,['Application[770620]'],"['Ed Geisler', 'Jana Geisler', 'Jana Hense']",
3900,3901,2019-08-09 19:14:07+00:00,conduct interview,['Vacancy[550028] - Manager'],['Ariel Bardin'],['Vanessa Wagner'],['Application[770345]'],['Dionne Meister'],
3901,3902,2019-08-09 19:22:42+00:00,consult manager,,['Alexander Rinke'],,['Application[770529]'],['Ed Kershaw'],
3902,3903,2019-08-09 20:31:42+00:00,open vacancy,['Vacancy[550119] - Consultant'],['Martin Klenk'],,,,
3903,3904,2019-08-10 07:18:55+00:00,close vacancy for new applications,['Vacancy[550076] - Programmer'],,,,,
3904,3905,2019-08-10 14:16:47+00:00,close vacancy for new applications,['Vacancy[550077] - Consultant'],,,,,
3905,3906,2019-08-10 14:16:47+00:00,consult manager,,['Ariel Bardin'],,['Application[770355]'],['Ed Keane'],
3906,3907,2019-08-11 07:48:31+00:00,close vacancy for new applications,['Vacancy[550078] - Programmer'],,,,,
3907,3908,2019-08-11 07:48:31+00:00,consult manager,,['Martin Klenk'],,['Application[770581]'],['Jana Hense'],
3908,3909,2019-08-11 15:15:59+00:00,close vacancy for new applications,['Vacancy[550079] - Consultant'],,,,,
3909,3910,2019-08-11 15:15:59+00:00,consult manager,,['Miguel Milano'],,['Application[770215]'],['Ed Geisler'],
3910,3911,2019-08-11 15:15:59+00:00,consult manager,,['Miguel Milano'],,['Application[770532]'],['Ed Hense'],
3911,3912,2019-08-11 15:15:59+00:00,consult manager,,['Miguel Milano'],,['Application[770573]'],['Dionne Hense'],
3912,3913,2019-08-12 06:31:39+00:00,conduct interview,['Vacancy[550042] - Programmer'],['Alexander Rinke'],['Dave Schmidt'],['Application[770452]'],['Ed Keane'],
3913,3914,2019-08-12 06:36:25+00:00,conduct interview,['Vacancy[550071] - Consultant'],['Vaishnavi Sashikanth'],['Johan Weber'],['Application[770526]'],['Simon Geisler'],
3914,3915,2019-08-12 06:53:33+00:00,invite for interview,['Vacancy[550071] - Consultant'],,['Mary Schmidt'],['Application[770346]'],"['Simon Kershaw', 'Ed Geisler']",
3915,3916,2019-08-12 06:58:59+00:00,conduct interview,['Vacancy[550067] - Manager'],['Martin Klenk'],['Johan Neumann'],['Application[770466]'],['Dionne Geisler'],
3916,3917,2019-08-12 07:11:03+00:00,send rejection,,,['Ray Johnson'],['Application[770370]'],['Dionne Hense'],
3917,3918,2019-08-12 07:11:03+00:00,submit application,['Vacancy[550094] - Consultant'],,['Ray Johnson'],['Application[770659]'],,
3918,3919,2019-08-12 07:12:23+00:00,assign recruiter,,,,['Application[770605]'],"['Simon Kershaw', 'Simon Geisler', 'Dionne Meister']",
3919,3920,2019-08-12 07:20:43+00:00,invite for interview,['Vacancy[550073] - Consultant'],,['Vanessa Smith'],['Application[770410]'],"['Jana Meister', 'Simon Kershaw']",
3920,3921,2019-08-12 07:20:47+00:00,check references,,,,['Application[770504]'],"['Simon Meister', 'Jana Hense']",
3921,3922,2019-08-12 07:30:34+00:00,assign vacancy,['Vacancy[550104] - Manager'],,,['Application[770620]'],,
3922,3923,2019-08-12 07:44:06+00:00,make job offer,['Vacancy[550071] - Consultant'],['Vaishnavi Sashikanth'],['Johan Weber'],['Application[770526]'],['Simon Geisler'],['Offer[[990051]]']
3923,3924,2019-08-12 07:54:29+00:00,invite for interview,['Vacancy[550072] - Consultant'],,['Toon Wang'],['Application[770461]'],"['Simon Geisler', 'Dionne Keane']",
3924,3925,2019-08-12 08:07:26+00:00,invite for interview,['Vacancy[550073] - Consultant'],,['Toon Neumann'],['Application[770561]'],"['Jana Kershaw', 'Ed Keane']",
3925,3926,2019-08-12 08:11:03+00:00,send rejection,,,['Andre Neumann'],['Application[770606]'],['Simon Hense'],
3926,3927,2019-08-12 08:11:03+00:00,submit application,,,['Andre Neumann'],['Application[770660]'],,
3927,3928,2019-08-12 08:37:01+00:00,invite for interview,['Vacancy[550071] - Consultant'],,['Ray Schmidt'],['Application[770518]'],"['Simon Hense', 'Simon Geisler']",
3928,3929,2019-08-12 08:39:48+00:00,send rejection,,,['Sonia Park'],['Application[770536]'],['Simon Keane'],
3929,3930,2019-08-12 08:55:22+00:00,submit application,['Vacancy[550082] - Programmer'],,['Sonia Park'],['Application[770661]'],,
3930,3931,2019-08-12 09:16:58+00:00,first screening,,,,['Application[770648]'],['Simon Keane'],
3931,3932,2019-08-12 09:20:49+00:00,consult manager,,['Martin Klenk'],,['Application[770220]'],['Ed Hense'],
3932,3933,2019-08-12 09:44:26+00:00,invite for interview,['Vacancy[550051] - Programmer'],,['Andre Schmidt'],['Application[770529]'],"['Simon Keane', 'Dionne Geisler']",
3933,3934,2019-08-12 09:51:42+00:00,open vacancy,['Vacancy[550120] - Consultant'],['Ariel Bardin'],,,,
3934,3935,2019-08-12 09:58:27+00:00,send rejection,,,['Lisa Wagner'],['Application[770294]'],['Dionne Keane'],
3935,3936,2019-08-12 10:08:08+00:00,send rejection,,,['Johan Zimmermann'],['Application[770579]'],['Dionne Keane'],
3936,3937,2019-08-12 10:11:19+00:00,first screening,,,,['Application[770548]'],['Simon Meister'],
3937,3938,2019-08-12 10:25:50+00:00,consult manager,,['Martin Klenk'],,['Application[770504]'],['Simon Geisler'],
3938,3939,2019-08-12 10:27:20+00:00,first screening,,,,['Application[770644]'],['Simon Kershaw'],
3939,3940,2019-08-12 10:35:04+00:00,submit application,,,['Johan Zimmermann'],['Application[770662]'],,
3940,3941,2019-08-12 10:37:05+00:00,conduct interview,['Vacancy[550058] - Manager'],['Martin Klenk'],['Pete Taylor'],['Application[770273]'],['Jana Meister'],
3941,3942,2019-08-12 11:54:28+00:00,submit application,['Vacancy[550087] - Programmer'],,['Lisa Wagner'],['Application[770663]'],,
3942,3943,2019-08-12 12:35:55+00:00,assign vacancy,['Vacancy[550073] - Consultant'],,,['Application[770603]'],,
3943,3944,2019-08-12 13:06:46+00:00,send rejection,,,['Chun Jones'],['Application[770472]'],['Simon Geisler'],
3944,3945,2019-08-12 13:12:29+00:00,first screening,,,,['Application[770584]'],['Ed Meister'],
3945,3946,2019-08-12 13:28:28+00:00,assign recruiter,,,,['Application[770438]'],"['Dionne Kershaw', 'Simon Hense', 'Dionne Keane']",
3946,3947,2019-08-12 13:33:15+00:00,submit application,['Vacancy[550090] - Consultant'],,['Chun Jones'],['Application[770664]'],,
3947,3948,2019-08-12 13:33:44+00:00,send rejection,,,['Toon Brown'],['Application[770265]'],['Ed Keane'],
3948,3949,2019-08-12 13:47:41+00:00,check references,,,,['Application[770397]'],"['Simon Kershaw', 'Dionne Geisler']",
3949,3950,2019-08-12 13:56:37+00:00,send rejection,,,['Vanessa Wagner'],['Application[770345]'],['Dionne Meister'],
3950,3951,2019-08-12 14:07:35+00:00,offer accepted and hired,['Vacancy[550058] - Manager'],,['Johan Weber'],['Application[770526]'],['Simon Geisler'],['Offer[[990051]]']
3951,3952,2019-08-12 14:13:47+00:00,assign recruiter,,,,['Application[770653]'],"['Jana Meister', 'Jana Geisler', 'Dionne Geisler']",
3952,3953,2019-08-12 14:50:50+00:00,submit application,['Vacancy[550093] - Manager'],,['Toon Brown'],['Application[770665]'],,
3953,3954,2019-08-12 14:57:03+00:00,send rejection,,,['Sue Lopez'],['Application[770563]'],['Jana Hense'],
3954,3955,2019-08-12 15:05:06+00:00,conduct interview,['Vacancy[550048] - Programmer'],['Alexander Rinke'],['Angela Smith'],['Application[770381]'],['Dionne Meister'],
3955,3956,2019-08-12 15:09:47+00:00,conduct interview,['Vacancy[550017] - Consultant'],['Martin Klenk'],['Andre Zimmermann'],['Application[770384]'],['Dionne Hense'],
3956,3957,2019-08-12 15:29:21+00:00,assign recruiter,,,,['Application[770658]'],"['Simon Meister', 'Jana Hense', 'Dionne Hense']",
3957,3958,2019-08-12 15:57:47+00:00,first screening,,,,['Application[770658]'],['Simon Meister'],
3958,3959,2019-08-12 16:08:49+00:00,check references,,,,['Application[770318]'],"['Ed Geisler', 'Jana Hense']",
3959,3960,2019-08-12 16:26:00+00:00,submit application,['Vacancy[550097] - Manager'],,['Vanessa Wagner'],['Application[770666]'],,
3960,3961,2019-08-12 16:33:13+00:00,check references,,,,['Application[770590]'],"['Ed Hense', 'Dionne Meister']",
3961,3962,2019-08-12 16:49:56+00:00,send rejection,,,['Pete Lemmens'],['Application[770508]'],['Ed Hense'],
3962,3963,2019-08-12 16:55:19+00:00,send rejection,,,['Jorge Lemmens'],['Application[770640]'],['Simon Meister'],
3963,3964,2019-08-12 17:10:02+00:00,consult manager,,['Martin Klenk'],,['Application[770627]'],['Simon Kershaw'],
3964,3965,2019-08-12 17:22:21+00:00,open vacancy,['Vacancy[550121] - Manager'],['Miguel Milano'],,,,
3965,3966,2019-08-12 17:46:39+00:00,submit application,['Vacancy[550080] - Consultant'],,['Sue Lopez'],['Application[770667]'],,
3966,3967,2019-08-12 20:01:57+00:00,submit application,['Vacancy[550099] - Manager'],,['Pete Lemmens'],['Application[770668]'],,
3967,3968,2019-08-12 23:34:59+00:00,submit application,,,['Jorge Lemmens'],['Application[770669]'],,
3968,3969,2019-08-13 06:06:12+00:00,assign recruiter,,,,['Application[770457]'],"['Dionne Hense', 'Ed Geisler', 'Ed Hense']",
3969,3970,2019-08-13 06:43:55+00:00,invite for interview,['Vacancy[550079] - Consultant'],,['Angela Zimmermann'],['Application[770215]'],"['Dionne Meister', 'Jana Meister']",
3970,3971,2019-08-13 07:31:12+00:00,conduct interview,['Vacancy[550052] - Consultant'],['Ariel Bardin'],['Vanessa Taylor'],['Application[770394]'],['Dionne Kershaw'],
3971,3972,2019-08-13 07:52:11+00:00,send rejection,,,['Jorge Wang'],['Application[770200]'],['Jana Kershaw'],
